participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.timeout,player.consent_given,player.quiz_1,player.quiz_2,player.quiz_3,player.quiz_4,player.quiz_5,player.quiz_1_init,player.quiz_2_init,player.quiz_3_init,player.quiz_4_init,player.quiz_5_init,player.quiz_grade,player.quiz_attempt,player.quiz_failed,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,f6xezk70,6676119f3de987b4c0f81ec0,0,8,8,landingct,NoConsent,2024-07-15 17:29:49.136597,1,,,0.0,11,,0.0,0.0,1,1,5,200,100,29,1,5,200,100,29,0,1,1,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
12,afdknf5d,663a5c64393c1e7e094eba22,0,8,8,landingct,NoConsent,2024-07-15 17:29:49.035982,1,,,0.0,12,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
13,5fyglgrq,5b9ec956c8a17f000171f7ad,0,7,8,landingct,ReadyToStart,2024-07-15 17:29:50.329371,1,,,0.0,13,,0.0,0.0,1,2,2,210,110,14,1,2,210,110,14,4,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
14,gi0ruj76,6529648ca1ade4b6c9e876f4,0,7,8,landingct,ReadyToStart,2024-07-15 17:29:53.141419,1,,,0.0,14,,0.0,0.0,1,2,2,210,110,14,1,2,210,114,14,3,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
15,yxdmb07v,6680d577ce8b233327b0272e,0,7,8,landingct,ReadyToStart,2024-07-15 17:29:56.508027,1,,,0.0,15,,0.0,0.0,1,2,2,210,110,14,2,1,200,105,1,1,3,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
16,htj25x3c,6276d97e209059496d37bf74,0,7,8,landingct,ReadyToStart,2024-07-15 17:29:57.335125,1,,,0.0,16,,0.0,0.0,1,2,2,210,110,14,2,1,210,105,14,3,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
17,urfppa2x,66548532974360d0c90b9dd5,0,8,8,landingct,NoConsent,2024-07-15 17:30:01.183725,1,,,0.0,17,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
18,6jzh3kfc,662a2584d928ede39a60cdb1,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:05.538551,1,,,0.0,18,,0.0,0.0,1,2,2,210,110,14,2,2,200,105,14,3,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
19,nr9mjumm,5d863f244d401800016ece02,0,8,8,landingct,NoConsent,2024-07-15 17:30:09.452792,1,,,0.0,19,,0.0,0.0,1,,,,,,,,,,,0,0,1,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
20,dbqx2pyl,6654c3056acf3abb982b23ab,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:14.691409,1,,,0.0,20,,0.0,0.0,1,2,2,210,110,14,1,2,200,105,14,2,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
21,gs1yty5v,66327883ca4a6f78c437185a,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:15.075647,1,,,0.0,21,,0.0,0.0,1,2,2,210,110,14,1,3,200,110,29,1,10,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
22,qql1fnv1,5aeeb4903c80f200013af2ed,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:15.641314,1,,,0.0,22,,0.0,0.0,1,2,2,210,110,14,2,2,210,110,14,5,1,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
23,co27iv8b,664b64938bc0aa86bab3a4d2,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:18.573905,1,,,0.0,23,,0.0,0.0,1,2,2,210,110,14,2,1,200,105,29,1,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
24,lzdznwm9,56b8de29e1d0a200051517f8,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:19.568943,1,,,0.0,24,,0.0,0.0,1,2,2,210,110,14,2,5,210,110,14,4,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
25,ylwg0wyy,661fc8bb0644ba960f0e3b65,0,7,8,landingct,ReadyToStart,2024-07-15 17:30:27.576512,1,,,0.0,25,,0.0,0.0,1,2,2,210,110,14,2,5,210,114,29,2,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
26,fx9cvxqi,6544fd84cf4e51f1de212e54,0,6,8,landingct,WaitForPlayers,2024-07-15 17:30:29.407691,1,,,0.0,26,,0.0,0.0,1,2,2,210,110,14,1,1,210,110,14,3,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
27,6fz6xbcb,6685663572dab7d54328a133,0,8,8,landingct,NoConsent,2024-07-15 17:30:31.570883,1,,,0.0,27,,0.0,0.0,1,1,5,200,105,29,1,5,200,105,29,0,1,1,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
28,kx6cbbz2,6648a72ac62125647c5b1ef1,0,6,8,landingct,WaitForPlayers,2024-07-15 17:30:59.655608,1,,,0.0,28,,0.0,0.0,1,2,2,210,110,14,2,3,200,105,1,1,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
29,qqnmiean,5e07d174da6bad1342bafab2,0,6,8,landingct,WaitForPlayers,2024-07-15 17:31:17.922826,1,,,0.0,29,,0.0,0.0,1,2,2,210,110,14,2,5,200,114,30,1,2,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
30,1jsrl0z6,pdqr3ms5_32A,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.500397,1,,,0.0,30,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
31,q4oe5asp,pdqr3ms5_25X,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.510919,1,,,0.0,31,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
32,t3guoqv5,pdqr3ms5_80B,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.520867,1,,,0.0,32,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
33,warvbk9w,pdqr3ms5_04N,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.530492,1,,,0.0,33,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
34,0e6mzsgp,pdqr3ms5_85F,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.540003,1,,,0.0,34,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
35,mpeilicm,pdqr3ms5_54K,0,8,8,landingct,NoConsent,2024-07-15 17:37:40.549731,1,,,0.0,35,,0.0,0.0,0,,,,,,,,,,,0,0,0,1,1,pdqr3ms5,2024-07-15,,,Landing Page,0
